date,open,high,low,close,volume_base,quote_volume_usd,number_of_trades,taker_buy_base,taker_buy_quote,binance_symbol
2023-06-12,0.9921,0.9981,0.954,0.9788,68832854.6,67147378.95907,138234,35098874.1,34207307.5148,ARBUSDT
2023-06-13,0.9787,1.034,0.9685,0.9932,66922099.3,66949166.59981,149475,31357183.5,31370762.09041,ARBUSDT
2023-06-14,0.9931,1.012,0.9184,0.9418,54776158.6,53480238.72336,123749,25049405.8,24462680.04446,ARBUSDT
2023-06-15,0.9419,0.9604,0.9075,0.9504,53024487.0,49430342.4292,135878,24423739.7,22774519.59944,ARBUSDT
2023-06-16,0.9503,0.987,0.9226,0.9754,45830213.7,43833085.57272,102215,22332988.1,21370244.46084,ARBUSDT
2023-06-17,0.9754,1.0131,0.9666,0.994,36744136.9,36475791.8127,84800,17946771.8,17811373.96884,ARBUSDT
2023-06-18,0.9939,1.0246,0.9818,0.9943,35635277.9,35820116.8056,97507,17637222.1,17735019.79807,ARBUSDT
2023-06-19,0.9943,1.0178,0.9856,1.0073,29777653.3,29777228.76987,79987,14715742.2,14717446.91075,ARBUSDT
2023-06-20,1.0073,1.09,0.9825,1.0834,66970269.6,69359325.98514,151486,33118838.2,34335748.52466,ARBUSDT
2023-06-21,1.0833,1.15,1.0768,1.1405,93746416.1,104277183.44224,231019,46933531.9,52159999.76733,ARBUSDT
2023-06-22,1.1406,1.1755,1.0824,1.0873,67981082.9,76657607.69246,192680,33383676.2,37658113.47299,ARBUSDT
2023-06-23,1.0875,1.16,1.0865,1.135,67068115.5,75568363.28526,180951,32854379.9,37026349.39346,ARBUSDT
2023-06-24,1.1351,1.1351,1.0553,1.08,45896280.6,50390138.50538,129549,22230890.4,24415427.76299,ARBUSDT
2023-06-25,1.0801,1.139,1.0734,1.1133,51072557.9,56629678.68251,138128,23789894.5,26368138.76799,ARBUSDT
2023-06-26,1.1134,1.1771,1.0811,1.1393,93134431.2,106019402.4183,264009,45307741.1,51587355.70823,ARBUSDT
2023-06-27,1.1396,1.2447,1.1372,1.2068,92047161.1,110971123.72375,244334,45339934.2,54635094.35555,ARBUSDT
2023-06-28,1.2066,1.208,1.1,1.1212,85231091.1,98080317.70375,205959,40927733.9,47111774.52575,ARBUSDT
2023-06-29,1.1211,1.1683,1.1171,1.129,57043661.4,65106335.18396,140024,28001648.0,31959346.67667,ARBUSDT
2023-06-30,1.1293,1.1976,1.0632,1.1638,131933322.4,150867607.31094,334688,64363526.6,73641595.91564,ARBUSDT
2023-07-01,1.1636,1.175,1.1342,1.1514,40352979.6,46473810.55872,99549,18152021.4,20904454.74727,ARBUSDT
2023-07-02,1.1512,1.1616,1.1162,1.1511,36723276.4,41800717.11607,101342,17616366.0,20053193.72532,ARBUSDT
2023-07-03,1.1511,1.184,1.1476,1.1694,50849349.9,59498136.33739,122504,25472727.3,29803702.94593,ARBUSDT
2023-07-04,1.1693,1.198,1.1426,1.1488,46515719.2,54483082.52147,112283,23411924.6,27427342.19571,ARBUSDT
2023-07-05,1.1487,1.1572,1.085,1.1117,43694827.3,49042621.27454,112059,20548816.9,23045127.29405,ARBUSDT
2023-07-06,1.1117,1.1448,1.058,1.0678,52476837.5,58174058.79564,146691,24512356.8,27198229.69104,ARBUSDT
2023-07-07,1.0679,1.1338,1.0571,1.1316,53835791.6,59542730.01668,151823,28125469.5,31121800.30495,ARBUSDT
2023-07-08,1.1317,1.1505,1.1105,1.1247,33248410.0,37617760.16966,85823,17706042.9,20044676.44676,ARBUSDT
2023-07-09,1.1247,1.143,1.1211,1.1245,37628437.3,42651619.39819,80581,18969038.5,21498344.95421,ARBUSDT
2023-07-10,1.1245,1.1443,1.0945,1.1193,40698798.9,45502635.95973,105708,20009375.7,22380276.54922,ARBUSDT
2023-07-11,1.1192,1.1341,1.11,1.1272,29744788.4,33360067.93257,70342,14079566.9,15798587.35794,ARBUSDT
2023-07-12,1.1272,1.1393,1.1082,1.1219,43186392.3,48712598.69601,91334,21090154.0,23792564.25916,ARBUSDT
2023-07-13,1.1218,1.25,1.1118,1.2237,83084202.0,98737457.11305,220282,43321817.6,51516811.65265,ARBUSDT
2023-07-14,1.2236,1.34,1.1644,1.2144,143164569.7,177034647.76025,399819,70881708.4,87874902.80253,ARBUSDT
2023-07-15,1.2144,1.334,1.2043,1.271,94883634.5,120584521.9584,242865,45765317.9,58190027.52716,ARBUSDT
2023-07-16,1.2711,1.3107,1.2341,1.2712,53253421.4,68046558.02618,149306,26121722.3,33393319.34905,ARBUSDT
2023-07-17,1.2711,1.3499,1.2504,1.3052,88908688.4,115579619.91977,257141,44054364.6,57301589.98359,ARBUSDT
2023-07-18,1.305,1.331,1.2131,1.2451,73200138.9,93094296.60309,203552,35859213.6,45627631.70941,ARBUSDT
2023-07-19,1.2445,1.2976,1.2311,1.2667,52113365.1,65937001.1668,131045,25293753.9,32025049.92068,ARBUSDT
2023-07-20,1.2666,1.312,1.2476,1.2614,57556923.5,73619564.5487,143924,26385427.6,33763983.92471,ARBUSDT
2023-07-21,1.2615,1.298,1.2303,1.233,45272669.9,57102812.49472,96308,22212815.0,28042484.91825,ARBUSDT
2023-07-22,1.2331,1.2522,1.2139,1.2258,16645592.3,20612947.99787,50025,7549088.9,9351423.81967,ARBUSDT
2023-07-23,1.2258,1.27,1.2167,1.2511,28651147.6,35701217.61235,71653,14717429.8,18344757.76593,ARBUSDT
2023-07-24,1.2511,1.254,1.1652,1.1862,44098401.1,52969998.19681,105140,19656836.8,23596306.28692,ARBUSDT
2023-07-25,1.1863,1.1952,1.1552,1.1687,24737966.6,29042574.44483,68530,11432154.7,13423058.60401,ARBUSDT
2023-07-26,1.1687,1.207,1.15,1.1976,30886900.7,36327013.45242,86708,14953646.9,17601635.35221,ARBUSDT
2023-07-27,1.1978,1.2089,1.1673,1.1729,19387171.5,23105073.63195,49605,8561672.3,10206303.22497,ARBUSDT
2023-07-28,1.1729,1.1812,1.1538,1.1736,17169997.5,20078278.24934,45840,7654200.3,8955945.20393,ARBUSDT
2023-07-29,1.1736,1.184,1.1714,1.1823,8097316.3,9534984.64781,25944,3942125.6,4641815.39424,ARBUSDT
2023-07-30,1.1824,1.1894,1.1397,1.1585,19756586.9,23105763.9537,53880,9030656.9,10563424.96489,ARBUSDT
2023-07-31,1.1584,1.1955,1.1535,1.1693,27031952.6,31730121.24899,65409,13659696.5,16036693.16976,ARBUSDT
2023-08-01,1.1694,1.1757,1.1211,1.1627,33704668.6,38569922.50086,76097,16920880.9,19362459.07106,ARBUSDT
2023-08-02,1.1628,1.1749,1.1231,1.1333,30072008.8,34541434.56429,70081,13404250.6,15389466.73673,ARBUSDT
2023-08-03,1.1329,1.1506,1.1187,1.1292,24196608.6,27411739.84152,52501,11895432.4,13482449.52028,ARBUSDT
2023-08-04,1.1292,1.1663,1.1276,1.1577,23883256.5,27469376.88024,55038,11835615.3,13612490.79612,ARBUSDT
2023-08-05,1.1577,1.1599,1.1316,1.1373,14784614.6,16945859.0678,32949,6749160.3,7736468.56037,ARBUSDT
2023-08-06,1.1373,1.1473,1.1283,1.1384,12644554.4,14399408.75824,30677,5824747.3,6635112.92962,ARBUSDT
2023-08-07,1.1385,1.1548,1.1101,1.1345,24842280.9,28192131.66504,55757,11264458.0,12784910.88836,ARBUSDT
2023-08-08,1.1346,1.1742,1.1318,1.1603,28957898.2,33327387.30504,61715,13804313.7,15888463.31591,ARBUSDT
2023-08-09,1.1602,1.1956,1.1602,1.1761,41496971.2,48874751.25625,101517,19938870.6,23488654.68079,ARBUSDT
2023-08-10,1.1762,1.1892,1.155,1.1603,24479088.1,28677551.68523,61297,11318905.7,13274202.24085,ARBUSDT
2023-08-11,1.1603,1.1646,1.1515,1.1588,12790197.2,14808675.34169,29945,6111425.6,7076553.29656,ARBUSDT
2023-08-12,1.1588,1.173,1.1554,1.1639,8682190.4,10091447.59581,21889,4821145.7,5606374.03605,ARBUSDT
2023-08-13,1.164,1.1685,1.1396,1.141,13364572.5,15465846.04789,30208,5420924.0,6281649.97214,ARBUSDT
2023-08-14,1.1411,1.1541,1.1319,1.1417,18582640.2,21241185.6181,39443,8951076.7,10235178.11624,ARBUSDT
2023-08-15,1.1418,1.1672,1.111,1.1301,32200168.5,36763154.94451,73729,15420622.8,17618601.2479,ARBUSDT
2023-08-16,1.13,1.1358,1.0254,1.049,61631368.4,67026433.23828,131210,28146473.2,30591006.76201,ARBUSDT
2023-08-17,1.0491,1.0675,0.916,0.9845,83393302.6,84329368.60978,194710,39662986.6,40087355.59224,ARBUSDT
2023-08-18,0.9843,1.0264,0.9796,1.007,42948173.0,43130576.96206,105491,21908623.7,22009104.18326,ARBUSDT
2023-08-19,1.007,1.0331,1.004,1.0211,18304473.4,18600593.2756,42571,8753488.5,8897762.03409,ARBUSDT
2023-08-20,1.0211,1.0412,1.0158,1.0292,18058972.6,18579868.14394,38786,8637173.2,8889467.17588,ARBUSDT
2023-08-21,1.0292,1.034,0.9731,0.9942,29878736.6,30005702.7713,68307,13548462.0,13604742.93766,ARBUSDT
2023-08-22,0.9943,1.0046,0.9342,0.9821,38533398.6,37593516.3081,84216,18315443.2,17870751.32165,ARBUSDT
2023-08-23,0.9821,1.03,0.9766,1.009,30883966.8,30827169.73533,68566,15745572.7,15723704.09521,ARBUSDT
2023-08-24,1.0089,1.0144,0.963,0.9812,24202414.4,23936187.30706,62869,10531377.9,10417191.77351,ARBUSDT
2023-08-25,0.9813,0.9813,0.9317,0.9492,32485307.0,30917479.30139,84438,14451951.6,13752967.27282,ARBUSDT
2023-08-26,0.9491,0.9557,0.938,0.9506,15026370.4,14213059.79097,34908,6760289.2,6396636.31327,ARBUSDT
2023-08-27,0.9506,0.9647,0.9458,0.9586,17180839.7,16434406.84785,34925,8080423.9,7731868.58678,ARBUSDT
2023-08-28,0.9585,0.9604,0.92,0.9501,26501170.1,24940150.9453,59328,11635692.4,10951417.49737,ARBUSDT
2023-08-29,0.9498,0.9985,0.9329,0.9711,48866855.8,47211918.32114,104233,23364798.0,22600950.0774,ARBUSDT
2023-08-30,0.971,0.972,0.9353,0.9423,27311575.1,25999115.6999,56396,12502169.2,11898658.59541,ARBUSDT
2023-08-31,0.9423,0.9596,0.9009,0.9161,42555022.4,39552532.29435,93811,20864732.8,19393606.8318,ARBUSDT
2023-09-01,0.916,0.9291,0.8701,0.8848,36363970.2,32727733.48028,80302,17415986.6,15681230.34033,ARBUSDT
2023-09-02,0.8848,0.8992,0.8749,0.8881,19659100.6,17456268.74532,43041,9071679.9,8056592.75935,ARBUSDT
2023-09-03,0.8883,0.912,0.879,0.9048,19459082.1,17377464.12461,44531,9682755.3,8652618.34916,ARBUSDT
2023-09-04,0.9049,0.928,0.8833,0.8967,28838376.2,26112900.2589,60521,13883858.3,12570799.77085,ARBUSDT
2023-09-05,0.8968,0.9129,0.8835,0.9011,19954862.4,17902351.11077,42245,9844872.8,8835730.62816,ARBUSDT
2023-09-06,0.9011,0.9109,0.8793,0.9017,25673876.6,23026993.63775,53776,12576175.5,11284228.21726,ARBUSDT
2023-09-07,0.9018,0.921,0.8968,0.9132,20405775.2,18490567.56515,40929,10542633.1,9556807.93012,ARBUSDT
2023-09-08,0.9132,0.9234,0.8891,0.9018,20574730.1,18649767.95603,53039,9348937.1,8479582.63728,ARBUSDT
2023-09-09,0.9017,0.9034,0.8951,0.8982,7808658.1,7024341.99356,25017,3970949.5,3572228.61407,ARBUSDT
2023-09-10,0.8983,0.8986,0.8302,0.8442,51229327.9,43944777.83065,113029,23609301.3,20244764.17189,ARBUSDT
2023-09-11,0.8442,0.8488,0.739,0.7623,103453304.1,81425526.2048,220364,48345728.1,38012308.2376,ARBUSDT
2023-09-12,0.7623,0.805,0.753,0.7833,69536133.2,54153301.82826,149725,33570275.4,26157490.2275,ARBUSDT
2023-09-13,0.783,0.823,0.7725,0.7856,52418920.0,41395021.53104,132177,24635884.6,19465405.11134,ARBUSDT
2023-09-14,0.7856,0.82,0.782,0.8036,39326599.1,31680192.94806,89828,18998484.9,15309843.0524,ARBUSDT
2023-09-15,0.8038,0.8149,0.7827,0.8078,30610271.2,24447284.52945,76302,14049470.6,11223430.20611,ARBUSDT
2023-09-16,0.8077,0.8377,0.8065,0.8278,31965136.3,26331396.11474,75808,16254007.2,13390093.92557,ARBUSDT
2023-09-17,0.8279,0.828,0.7805,0.7946,22841991.5,18356795.16123,62245,10901299.0,8759013.49148,ARBUSDT
2023-09-18,0.7947,0.8409,0.7839,0.8237,38335436.7,31484029.74596,90711,18632309.2,15281828.49454,ARBUSDT
2023-09-19,0.8235,0.8649,0.8184,0.8641,29420361.9,24790108.71687,73375,15226259.4,12840475.57724,ARBUSDT
2023-09-20,0.8641,0.8708,0.8336,0.8605,31674042.8,26936286.05607,77810,14457636.1,12295685.77519,ARBUSDT
2023-09-21,0.8607,0.8658,0.8088,0.8222,32093760.5,26658249.44087,82849,14526671.8,12070322.89581,ARBUSDT
2023-09-22,0.8221,0.8484,0.8153,0.8404,19067882.5,15958231.17341,54015,8927679.2,7473199.48598,ARBUSDT
2023-09-23,0.8404,0.8491,0.817,0.8207,15267679.3,12705871.61091,36936,7284203.3,6065017.98752,ARBUSDT
2023-09-24,0.8206,0.8322,0.8017,0.8075,14771347.4,12108074.50521,39231,6707375.2,5501866.92119,ARBUSDT
2023-09-25,0.8073,0.8199,0.7983,0.8071,18422720.8,14942652.66851,49567,8952748.0,7262894.54796,ARBUSDT
2023-09-26,0.8072,0.8268,0.8052,0.8265,21161646.4,17326647.68712,47689,10411583.9,8527365.20302,ARBUSDT
2023-09-27,0.8265,0.8444,0.8107,0.8187,20379065.3,16898404.42275,50307,9493120.6,7872424.08973,ARBUSDT
2023-09-28,0.8186,0.9029,0.8162,0.8926,42159064.0,36664259.97038,105891,22368540.6,19468357.30293,ARBUSDT
2023-09-29,0.8927,0.9145,0.8818,0.9023,45946765.2,41353164.65849,115959,22506138.1,20263872.07521,ARBUSDT
2023-09-30,0.9022,0.9244,0.8915,0.9077,22321198.7,20294848.63382,66898,11697426.0,10639715.46143,ARBUSDT
2023-10-01,0.9076,0.9853,0.9063,0.9693,43070101.8,40845094.9794,131667,23016313.1,21817098.74616,ARBUSDT
2023-10-02,0.9694,0.9883,0.91,0.9312,50033664.9,47877816.78428,132913,24527681.0,23504607.85556,ARBUSDT
2023-10-03,0.9314,0.9448,0.8975,0.9053,30036225.8,27582533.77495,83603,15224696.4,13972559.24482,ARBUSDT
2023-10-04,0.9053,0.9073,0.8535,0.8837,37721447.6,33169798.24628,104780,18418183.0,16189463.24843,ARBUSDT
2023-10-05,0.8837,0.8927,0.8516,0.8572,26482519.6,23036137.97983,69737,12398426.0,10790081.82239,ARBUSDT
2023-10-06,0.8575,0.8974,0.8572,0.8897,21580581.3,18981748.18027,63675,11078543.5,9746273.90956,ARBUSDT
2023-10-07,0.8897,0.8952,0.865,0.8686,14523533.4,12813060.31988,41316,7377286.6,6513099.52006,ARBUSDT
2023-10-08,0.8686,0.8754,0.8373,0.8466,22204838.9,18945272.8888,50578,10626339.6,9070464.20042,ARBUSDT
2023-10-09,0.8467,0.8566,0.787,0.8199,35615566.4,29111316.87609,91072,17229612.1,14085830.00011,ARBUSDT
2023-10-10,0.8198,0.83,0.8108,0.8233,20417688.7,16799337.48727,62840,9734665.7,8011874.11468,ARBUSDT
2023-10-11,0.8232,0.8267,0.7959,0.8161,24463526.1,19843569.21284,68329,12156533.5,9862898.75572,ARBUSDT
2023-10-12,0.8162,0.83,0.7879,0.8041,30123157.9,24350803.0736,66114,13838354.3,11196527.07655,ARBUSDT
2023-10-13,0.8041,0.8196,0.7975,0.807,25662465.6,20706442.68537,57771,12538858.0,10117022.37964,ARBUSDT
2023-10-14,0.8071,0.8134,0.802,0.8031,7317958.7,5902256.37948,17335,3284917.9,2650375.22531,ARBUSDT
2023-10-15,0.8031,0.8111,0.7963,0.8037,10609923.5,8530758.21439,26275,5362614.9,4312643.8359,ARBUSDT
2023-10-16,0.8038,0.8464,0.8032,0.8192,33179845.6,27259496.9197,78796,15579039.8,12803536.33496,ARBUSDT
2023-10-17,0.8194,0.8213,0.7775,0.7838,20861917.7,16677785.87904,53585,9291240.1,7431286.41129,ARBUSDT
2023-10-18,0.7839,0.7981,0.773,0.7824,17340662.0,13639778.03153,41865,8553597.0,6728286.29518,ARBUSDT
2023-10-19,0.7825,0.7848,0.7634,0.7692,20449681.2,15808580.72751,45669,9424251.5,7287252.64534,ARBUSDT
2023-10-20,0.7693,0.8112,0.7668,0.7999,36042109.4,28672313.02431,77126,15718300.4,12494979.92098,ARBUSDT
2023-10-21,0.8,0.8416,0.7949,0.8328,31698869.3,26110898.70999,61948,15321279.3,12617528.12657,ARBUSDT
2023-10-22,0.8328,0.8532,0.8174,0.853,34520275.8,28753089.42564,66301,16640650.0,13869857.24297,ARBUSDT
2023-10-23,0.8531,0.8888,0.8275,0.8838,64824538.9,55278668.26099,128720,30683871.5,26160497.99812,ARBUSDT
2023-10-24,0.8838,0.9483,0.8612,0.9001,83589541.8,75832118.88962,188380,40791381.8,37003862.5467,ARBUSDT
2023-10-25,0.9001,0.9261,0.871,0.9229,53174325.7,47855107.85799,107840,25083744.1,22584279.76013,ARBUSDT
2023-10-26,0.9229,0.9975,0.9115,0.937,101469589.5,96577428.57522,221081,48547413.6,46216260.41883,ARBUSDT
2023-10-27,0.937,0.9384,0.8804,0.9151,45003726.9,41009831.05991,99724,20442687.7,18627361.83837,ARBUSDT
